"","name","ticker","date"
"1078","Prosafe SE","PRS","2020-08-20T06:59:03.161+02:00"
"1079","Lerøy Seafood Group ASA","LSG","2020-08-20T06:30:05.602+02:00"
"1080","Lerøy Seafood Group ASA","LSG","2020-08-20T06:30:05.477+02:00"
"1081","Eiendomsspar AS","EISP","2020-08-19T21:00:00.743+02:00"
"1082","Wilh. Wilhelmsen Holding ASA","WWI","2020-08-19T16:00:00Z"
"1083","Genel Energy Finance 2 Limited","GENEL","2020-08-19T16:35:01.568+02:00"
"1084","Genel Energy Finance 2 Limited","GENEL","2020-08-19T16:34:50.457+02:00"
"1085","Bouvet ASA","BOUVET","2020-08-19T15:11:58.048+02:00"
"1086","Bouvet ASA","BOUVET","2020-08-19T15:11:57.854+02:00"
"1087","Helgeland Kraft AS","HELK","2020-08-19T13:07:04.938+02:00"
"1088","Agder Energi AS","AEN","2020-08-19T11:46:26.59+02:00"
"1089","PCI Biotech Holding ASA","PCIB","2020-08-19T09:21:07.308+02:00"
"1090","Heimstaden Bostad AB","HEIMB","2020-08-19T09:00:24.601+02:00"
"1091","Fjord1 ASA","FJORD","2020-08-19T06:00:00Z"
"1092","Fjord1 ASA","FJORD","2020-08-19T06:00:00Z"
"1093","FLEX LNG LTD","FLNG","2020-08-19T05:05:00Z"
"1094","NRC Group ASA","NRC","2020-08-19T07:00:39.388+02:00"
"1095","ArcticZymes Technologies ASA","AZT","2020-08-19T07:00:23.696+02:00"
"1096","ArcticZymes Technologies ASA","AZT","2020-08-19T07:00:17.18+02:00"
"1097","Axxis Geo Solutions ASA","AGS","2020-08-19T05:00:00Z"
"1098","Klaveness Combination Carriers ASA","KCC","2020-08-19T05:00:00Z"
"1099","FLEX LNG LTD","FLNG","2020-08-19T05:00:00Z"
"1100","Wallenius Wilhelmsen ASA","WALWIL","2020-08-18T18:06:17.834+02:00"
"1101","OBOS BBL","OBOS","2020-08-18T18:05:30.359+02:00"
"1102","OTIGA Group AS","OTIG","2020-08-18T16:45:14.843+02:00"
"1103","Jernbanepersonalets Sparebank","JESB","2020-08-18T14:27:37.267+02:00"
"1104","Golden Ocean Group Limited","GOGL","2020-08-18T12:41:37.604+02:00"
"1105","SFL Corporation Ltd.","SFLN","2020-08-18T12:28:29.225+02:00"
"1106","Navigator Holdings Ltd","NAVIG","2020-08-18T12:17:05.689+02:00"
"1107","Navigator Holdings Ltd","NAVIG","2020-08-18T12:16:08.674+02:00"
"1108","Austevoll Seafood ASA","AUSS","2020-08-18T09:30:17.844+02:00"
"1109","Austevoll Seafood ASA","AUSS","2020-08-18T09:30:17.813+02:00"
"1110","BidCo RelyOn Nutec A/S","BIDCR","2020-08-18T09:24:04.234+02:00"
"1111","Observe Medical ASA","OBSERV","2020-08-18T09:13:18.44+02:00"
"1112","Altera Shuttle Tankers LLC","AST","2020-08-18T06:30:00Z"
"1113","Nordic Mining ASA","NOM","2020-08-18T08:05:10.094+02:00"
"1114","Golden Ocean Group Limited","GOGL","2020-08-18T08:02:28.035+02:00"
"1115","Zalaris ASA","ZAL","2020-08-18T07:03:22.307+02:00"
"1116","BerGenBio ASA","BGBIO","2020-08-18T07:02:24.233+02:00"
"1117","Selvaag Bolig ASA","SBO","2020-08-18T07:00:26.93+02:00"
"1118","Selvaag Bolig ASA","SBO","2020-08-18T07:00:26.867+02:00"
"1119","Self Storage Group ASA","SSG","2020-08-18T07:00:14.146+02:00"
"1120","Photocure ASA","PHO","2020-08-18T07:00:08.847+02:00"
"1121","Ice Group ASA","ICE","2020-08-18T07:00:06.831+02:00"
"1122","NEXT Biometrics Group ASA","NEXT","2020-08-18T05:00:00Z"
"1123","EAM Solar ASA","EAM","2020-08-18T05:00:00Z"
"1124","Arcus ASA","ARCUS","2020-08-18T06:50:15.604+02:00"
"1125","Grieg Seafood ASA","GSF","2020-08-18T06:00:10.741+02:00"
"1126","Infront ASA","INFRNT","2020-08-17T16:29:10.415+02:00"
"1127","Treasure ASA","TRE","2020-08-17T11:20:00Z"
"1128","AF Gruppen ASA","AFG","2020-08-17T08:00:00Z"
"1129","AF Gruppen ASA","AFG","2020-08-17T08:00:00Z"
"1130","RAK Petroleum plc","RAKP","2020-08-17T05:33:54.811+02:00"
"1131","Lerøy Seafood Group ASA","LSG","2020-08-14T16:16:52.727+02:00"
"1132","Lerøy Seafood Group ASA","LSG","2020-08-14T16:16:52.711+02:00"
"1133","Haltdalen Sparebank","HDSB","2020-08-14T15:14:18.909+02:00"
"1134","Sparebanken Sør","SOR","2020-08-14T15:01:49.675+02:00"
"1135","EAM Solar ASA","EAM","2020-08-14T14:16:02.154+02:00"
"1136","Odfjell SE","ODF","2020-08-14T13:40:09.945+02:00"
"1137","Odfjell SE","ODF","2020-08-14T13:40:09.929+02:00"
"1138","Sparebank 68 grader nord","HARSB","2020-08-14T13:38:26.207+02:00"
"1139","Sparebanken Narvik","NASB","2020-08-14T11:30:00Z"
"1140","Hjartdal og Gransherad Sparebank","HJGSB","2020-08-14T13:07:44.835+02:00"
"1141","Valle Sparebank","VASB","2020-08-14T12:57:43.157+02:00"
"1142","Luster Sparebank","LUSB","2020-08-14T12:45:27.178+02:00"
"1143","Hafslund E-CO AS","ECEN","2020-08-14T12:09:18.361+02:00"
"1144","Hafslund E-CO AS","ECEN","2020-08-14T12:09:18.346+02:00"
"1145","Tinn Sparebank","TNSB","2020-08-14T11:45:47.871+02:00"
"1146","Nidaros Sparebank","NISB-ME","2020-08-14T11:22:34.149+02:00"
"1147","Drangedal Sparebank","DTSB","2020-08-14T11:17:18.815+02:00"
"1148","SpareBank 1 Østfold Akershus","SOAG","2020-08-14T10:52:47.054+02:00"
"1149","Sparebanken Din","SBDIN","2020-08-14T10:36:23.27+02:00"
"1150","Navig8 Topco Holdings INC","NAVTO","2020-08-14T10:23:53.67+02:00"
"1151","Lillesands Sparebank","LISB","2020-08-14T10:05:38.513+02:00"
"1152","Felleskjøpet Agri SA","FKOV","2020-08-14T10:05:15.523+02:00"
"1153","RørosBanken","ROSB","2020-08-14T10:03:35.667+02:00"
"1154","Spar Nord Bank A/S","SPNO","2020-08-14T10:03:07.09+02:00"
"1155","SpareBank 1 Søre Sunnmøre","SBSS","2020-08-14T08:00:00Z"
"1156","Chip Bidco AS","CHBI","2020-08-14T07:00:00Z"
"1157","Chip Bidco AS","CHBI","2020-08-14T07:00:00Z"
"1158","Induct AS","INDUCT-ME","2020-08-14T08:57:28.69+02:00"
"1159","Haugesund Sparebank","HGSB","2020-08-14T08:55:51.266+02:00"
"1160","Pandion Energy AS","PANE","2020-08-14T06:30:00Z"
"1161","Sogn Sparebank","SOGN","2020-08-14T08:14:55.079+02:00"
"1162","Flekkefjord Sparebank","FFSB","2020-08-14T08:14:32.146+02:00"
"1163","Skue Sparebank","SKUE","2020-08-14T08:05:25.324+02:00"
"1164","AKVA group ASA","AKVA","2020-08-14T08:00:06.888+02:00"
"1165","Fjord1 ASA","FJORD","2020-08-14T06:00:00Z"
"1166","Fjord1 ASA","FJORD","2020-08-14T06:00:00Z"
"1167","Sparebanken Sør Boligkreditt AS","SORB","2020-08-14T06:00:00Z"
"1168","Pioneer Property Group ASA","PPG PREF","2020-08-14T06:00:00Z"
"1169","Høland og Setskog Sparebank","HSPG","2020-08-14T06:00:00Z"
"1170","Medistim ASA","MEDI","2020-08-14T05:55:00Z"
"1171","BRAbank ASA","BRA-ME","2020-08-14T07:32:11.748+02:00"
"1172","Olav Thon Eiendomsselskap ASA","OLT","2020-08-14T05:30:00Z"
"1173","Olav Thon Eiendomsselskap ASA","OLT","2020-08-14T05:30:00Z"
"1174","SeaBird Exploration PLC","SBX","2020-08-14T07:19:59.599+02:00"
"1175","Okeanis Eco Tankers Corp.","OET","2020-08-14T05:05:00Z"
"1176","Archer Limited","ARCHER","2020-08-14T07:00:12.002+02:00"
"1177","Surnadal Sparebank","SUSB-ME","2020-08-14T05:00:00Z"
"1178","ETNE SPAREBANK","ETNE","2020-08-14T06:58:02.741+02:00"
"1179","Melhus Sparebank","MELG","2020-08-13T22:33:53.84+02:00"
"1180","Kvinesdal Sparebank","KDSB","2020-08-13T21:14:56.012+02:00"
"1181","Kvinesdal Sparebank","KDSB","2020-08-13T20:59:01.874+02:00"
"1182","Opdals Sparebank","OPSB","2020-08-13T19:17:09.745+02:00"
"1183","Blaker Sparebank","BLSB","2020-08-13T18:44:37.019+02:00"
"1184","OBOS Boligkreditt AS","OBBK","2020-08-13T17:10:42.563+02:00"
"1185","OBOS Boligkreditt AS","OBBK","2020-08-13T17:06:19.976+02:00"
"1186","Sparebanken Sogn og Fjordane","SFSB","2020-08-13T15:00:00Z"
"1187","Sparebanken Sogn og Fjordane","SFSB","2020-08-13T15:00:00Z"
"1188","OBOS-banken AS","OBOSBK","2020-08-13T16:56:54.186+02:00"
"1189","Sunndal Sparebank","SUNSB-ME","2020-08-13T16:43:10.081+02:00"
"1190","Fana Sparebank","FSB","2020-08-13T16:17:33.036+02:00"
"1191","Eika Gruppen AS","EIKA","2020-08-13T16:04:03.651+02:00"
"1192","Aasen Sparebank","AASB-ME","2020-08-13T15:48:43.36+02:00"
"1193","SpareBank 1 Nordvest","SNOR","2020-08-13T15:44:15.837+02:00"
"1194","Strømmen Sparebank","STSB","2020-08-13T15:35:00.115+02:00"
"1195","Eika Gruppen AS","EIKA","2020-08-13T12:00:00Z"
"1196","Eika Forsikring AS","EIKF","2020-08-13T12:00:00Z"
"1197","Bien Sparebank ASA","SBBIG","2020-08-13T13:11:20.537+02:00"
"1198","Totens Sparebank Boligkreditt AS","TSBK","2020-08-13T12:58:04.593+02:00"
"1199","Skue Sparebank","SKUE","2020-08-13T12:21:59.817+02:00"
"1200","Voss Sparebank","VOSSB","2020-08-13T12:13:39.323+02:00"
"1201","Totens Sparebank","TOTG","2020-08-13T12:04:51.462+02:00"
"1202","NRC Group ASA","NRC","2020-08-13T11:51:21.631+02:00"
"1203","Ultimovacs ASA","ULTIMO","2020-08-13T09:00:00Z"
"1204","Eidsiva Energi AS","EIEN","2020-08-13T10:40:57.236+02:00"
"1205","Orkla Sparebank","OSPA","2020-08-13T10:30:09.346+02:00"
"1206","Hemne Sparebank","SBHEMN","2020-08-13T10:03:49.132+02:00"
"1207","SpareBank 1 Ringerike Hadeland","RING","2020-08-13T08:00:00Z"
"1208","Stadsbygd Sparebank","SBSB","2020-08-13T09:46:29.384+02:00"
"1209","Frende Holding AS","FRENDE","2020-08-13T09:44:14.05+02:00"
"1210","Grue Sparebank","GRSB","2020-08-13T09:36:14.738+02:00"
"1211","Skudenes og Aakra Sparebank","SKASB","2020-08-13T07:00:00Z"
"1212","2020 Bulkers Ltd.","2020","2020-08-13T08:29:31.308+02:00"
"1213","Frende Holding AS","FRENDE","2020-08-13T08:18:58.445+02:00"
"1214","SSB Boligkreditt AS","SSBB","2020-08-13T06:05:00Z"
"1215","Shelf Drilling, Ltd.","SHLF","2020-08-13T08:03:35.445+02:00"
"1216","Instabank ASA","INSTA-ME","2020-08-13T08:00:50.346+02:00"
"1217","ContextVision AB","COV","2020-08-13T08:00:02.133+02:00"
"1218","ContextVision AB","COV","2020-08-13T08:00:01.774+02:00"
"1219","Carasent ASA","CARA","2020-08-13T06:00:00Z"
"1220","Sandnes Sparebank","SADG","2020-08-13T06:00:00Z"
"1221","Tysnes Sparebank","TYSB-ME","2020-08-13T06:00:00Z"
"1222","Sparebanken Vest Boligkreditt AS","SBVB","2020-08-13T06:00:00Z"
"1223","Napatech A/S","NAPA","2020-08-13T06:00:00Z"
"1224","Napatech A/S","NAPA","2020-08-13T06:00:00Z"
"1225","Aurskog Sparebank","AURG","2020-08-13T07:56:44.069+02:00"
"1226","IDEX Biometrics ASA","IDEX","2020-08-13T07:56:02.437+02:00"
"1227","BW LPG Limited","BWLPG","2020-08-13T07:53:16.688+02:00"
"1228","Epic Gas Ltd.","EPIC-ME","2020-08-13T07:31:59.578+02:00"
"1229","Jæren Sparebank","JAEREN","2020-08-13T05:30:00Z"
"1230","Veidekke ASA","VEI","2020-08-13T07:00:25.132+02:00"
"1231","Veidekke ASA","VEI","2020-08-13T07:00:25.117+02:00"
"1232","NORBIT ASA","NORBIT","2020-08-13T07:00:06.66+02:00"
"1233","Bank Norwegian AS","BANKN","2020-08-13T07:00:04.254+02:00"
"1234","Norwegian Finans Holding ASA","NOFI","2020-08-13T07:00:04.145+02:00"
"1235","NORBIT ASA","NORBIT","2020-08-13T07:00:01.503+02:00"
"1236","Komplett Bank ASA","KOMP","2020-08-13T05:00:00Z"
"1237","Møre Boligkreditt AS","MOBK","2020-08-13T05:00:00Z"
"1238","Sparebanken Vest","SVEG","2020-08-13T05:00:00Z"
"1239","Sparebanken Vest","SVEG","2020-08-13T05:00:00Z"
"1240","Selbu Sparebank","SELB","2020-08-12T22:15:46.228+02:00"
"1241","Andebu Sparebank","ANSB","2020-08-12T18:28:14.845+02:00"
"1242","Verd Boligkreditt AS","VEBK","2020-08-12T15:46:53.836+02:00"
"1243","SpareBank 1 Modum","MODSB","2020-08-12T15:43:25.799+02:00"
"1244","SFL Corporation Ltd.","SFLN","2020-08-12T15:19:35.271+02:00"
"1245","SpareBank 1 BV","SBVG","2020-08-12T15:17:36.261+02:00"
"1246","OBOS BBL","OBOS","2020-08-12T15:14:01.783+02:00"
"1247","SØGNE OG GREIPSTAD SPAREBANK","SOGSB","2020-08-12T14:36:18.427+02:00"
"1248","KLP Boligkreditt AS","KLPBK","2020-08-12T14:17:05.34+02:00"
"1249","KLP Boligkreditt AS","KLPBK","2020-08-12T14:17:05.32+02:00"
"1250","KLP Kommunekreditt AS","KLPKK","2020-08-12T14:14:38.675+02:00"
"1251","KLP Kommunekreditt AS","KLPKK","2020-08-12T14:14:38.658+02:00"
"1252","KLP Banken AS","KLPB","2020-08-12T14:12:09.678+02:00"
"1253","KLP Banken AS","KLPB","2020-08-12T14:12:09.652+02:00"
"1254","Selvaag Bolig ASA","SBO","2020-08-12T13:59:29.198+02:00"
"1255","Selvaag Bolig ASA","SBO","2020-08-12T13:57:28.904+02:00"
"1256","Helgeland Sparebank","HELG","2020-08-12T11:50:00Z"
"1257","Bien Sparebank ASA","SBBIG","2020-08-12T11:41:27.158+02:00"
"1258","Grong Sparebank","GRONG-ME","2020-08-12T11:31:19.361+02:00"
"1259","Eika Boligkreditt AS","EIKB","2020-08-12T09:30:00Z"
"1260","Eika Boligkreditt AS","EIKB","2020-08-12T09:30:00Z"
"1261","Fana Sparebank Boligkreditt AS","FSBKR","2020-08-12T11:07:53.667+02:00"
"1262","Kredittforeningen for Sparebanker","KFS","2020-08-12T10:44:37.708+02:00"
"1263","Asetek A/S","ASETEK","2020-08-12T10:12:57.944+02:00"
"1264","Questerre Energy Corporation","QEC","2020-08-12T06:00:00Z"
"1265","DFDS A/S","DFDS","2020-08-12T07:51:08.522+02:00"
"1266","Pexip Holding ASA","PEXIP","2020-08-12T07:34:19.819+02:00"
"1267","SpareBank 1 Nord-Norge","NONG","2020-08-12T07:30:32.158+02:00"
"1268","SpareBank 1 Nord-Norge","NONG","2020-08-12T07:30:32.143+02:00"
"1269","Sparebanken Telemark","SBTE","2020-08-12T05:15:00Z"
"1270","Voss Veksel- og Landmandsbank ASA","VVL","2020-08-12T05:10:00Z"
"1271","Targovax ASA","TRVX","2020-08-12T07:00:13.47+02:00"
"1272","Hexagon Composites ASA","HEX","2020-08-12T07:00:09.562+02:00"
"1273","SpareBank 1 BV","SBVG","2020-08-12T05:00:00Z"
"1274","Hegra Sparebank","HESB","2020-08-11T16:06:02.764+02:00"
"1275","SpareBank 1 Hallingdal Valdres","SBHA","2020-08-11T13:45:00Z"
"1276","Arcus ASA","ARCUS","2020-08-11T14:20:17.345+02:00"
"1277","Eiendomskreditt AS","EIKR","2020-08-11T14:01:34.843+02:00"
"1278","Bustadkreditt Sogn og Fjordane AS","SSFBK","2020-08-11T13:39:47.166+02:00"
"1279","Bustadkreditt Sogn og Fjordane AS","SSFBK","2020-08-11T13:39:46.964+02:00"
"1280","SpareBank 1 SMN","MING","2020-08-11T13:00:07.72+02:00"
"1281","SpareBank 1 SMN","MING","2020-08-11T13:00:07.704+02:00"
"1282","Eksportfinans ASA","EKSPFI","2020-08-11T12:20:14.032+02:00"
"1283","Eksportfinans ASA","EKSPFI","2020-08-11T12:19:31.707+02:00"
"1284","Brage Finans AS","BRFI","2020-08-11T11:53:05.029+02:00"
"1285","Grieg Seafood ASA","GSF","2020-08-11T11:47:54.415+02:00"
"1286","Helgeland Boligkreditt AS","HEBK","2020-08-11T09:20:00Z"
"1287","Rindal Sparebank","RISB","2020-08-11T09:54:33.636+02:00"
"1288","Eidsberg Sparebank","EIDSB","2020-08-11T09:50:55.358+02:00"
"1289","Fornebu Sparebank","FOSB","2020-08-11T08:34:03.809+02:00"
"1290","Askim og Spydeberg Sparebank","ASKSB","2020-08-11T08:13:01.895+02:00"
"1291","Lillestrøm Sparebank","LSTSB-ME","2020-08-11T06:10:00Z"
"1292","Gaming Innovation Group Inc","GIG","2020-08-11T08:05:14.844+02:00"
"1293","Mutares SE & CO KGaA","MTRS","2020-08-11T07:32:07.998+02:00"
"1294","Crayon Group Holding ASA","CRAYON","2020-08-11T05:00:00Z"
"1295","Arendal og Omegns Sparekasse","ARSP","2020-08-10T12:30:19.03+02:00"
"1296","Wilh. Wilhelmsen Holding ASA","WWI","2020-08-10T10:00:00Z"
"1297","BRAbank ASA","BRA-ME","2020-08-07T14:16:40.362+02:00"
"1298","Bolig- og Næringskreditt AS","BNKR","2020-08-07T11:59:12.671+02:00"
"1299","BN Bank ASA","BNB","2020-08-07T11:57:40.349+02:00"
"1300","Medistim ASA","MEDI","2020-08-07T10:29:01.082+02:00"
"1301","Fibo Group AS","FBGR","2020-08-07T09:38:33.232+02:00"
"1302","Fibo Group AS","FBGR","2020-08-07T09:38:33.041+02:00"
"1303","Wilson ASA","WILS","2020-08-07T08:49:22.957+02:00"
"1304","Bank2 ASA","BANKTO","2020-08-06T15:51:52.986+02:00"
"1305","SpareBank 1 Næringskreditt AS","SBNK","2020-08-06T12:30:08.794+02:00"
"1306","SpareBank 1 Boligkreditt","SPBKR","2020-08-06T12:27:13.739+02:00"
"1307","SR-Boligkreditt AS","SRBOL","2020-08-06T06:30:00Z"
"1308","SR-Boligkreditt AS","SRBOL","2020-08-06T06:30:00Z"
"1309","Genel Energy Finance 2 Limited","GENEL","2020-08-06T08:03:15.295+02:00"
"1310","Euronav Luxembourg S.A.","EULU","2020-08-06T06:00:00Z"
"1311","SpareBank 1 SR-Bank ASA","SRBANK","2020-08-06T07:30:16.57+02:00"
"1312","SpareBank 1 SR-Bank ASA","SRBANK","2020-08-06T07:30:16.523+02:00"
"1313","Kongsberg Automotive ASA","KOA","2020-08-06T07:20:10.815+02:00"
"1314","GasLog Ltd","GLOG","2020-08-05T11:00:00Z"
"1315","SpareBank 1 Østlandet","SPOL","2020-08-05T08:54:19.033+02:00"
"1316","SpareBank 1 Østlandet","SPOL","2020-08-05T08:54:18.859+02:00"
"1317","Kommunalbanken AS","KOMB","2020-07-31T12:08:06.278+02:00"
"1318","Kommunalbanken AS","KOMB","2020-07-31T12:08:06.173+02:00"
"1319","DNO ASA","DNO","2020-07-30T07:00:03.684+02:00"
"1320","Romsdal Sparebank","ROMSB-ME","2020-07-29T09:09:50.377+02:00"
"1321","Romsdal Sparebank","ROMSB-ME","2020-07-29T09:03:53.293+02:00"
"1322","AKVA group ASA","AKVA","2020-07-29T08:48:34.603+02:00"
"1323","Subsea 7 S.A.","SUBC","2020-07-29T08:00:02.189+02:00"
"1324","Diana Shipping Inc","DIASH","2020-07-27T15:10:16.068+02:00"
"1325","Equinor ASA","EQNR","2020-07-24T17:36:50.006+02:00"
"1326","Equinor ASA","EQNR","2020-07-24T17:36:49.928+02:00"
"1327","TietoEVRY Oyj","TIETOO","2020-07-24T07:00:13.472+02:00"
"1328","Equinor ASA","EQNR","2020-07-24T06:44:05.922+02:00"
"1329","Equinor ASA","EQNR","2020-07-24T06:44:05.844+02:00"
"1330","PGS ASA","PGS","2020-07-23T08:00:05.169+02:00"
"1331","DNO ASA","DNO","2020-07-23T08:00:01.387+02:00"
"1332","Axactor SE","AXA","2020-07-23T05:00:00Z"
"1333","REC Silicon ASA","REC","2020-07-23T06:55:05.391+02:00"
"1334","Polarcus Limited","PLCS","2020-07-22T07:00:04.049+02:00"
"1335","Norsk Hydro ASA","NHY","2020-07-22T06:59:14.528+02:00"
"1336","Norsk Hydro ASA","NHY","2020-07-22T06:59:14.419+02:00"
"1337","Nordea Eiendomskreditt AS","NOKR","2020-07-17T11:16:08.549+02:00"
"1338","Nordea Direct Bank ASA","NDB","2020-07-17T11:14:57.728+02:00"
"1339","Swedbank Hypotek AB","SWHO","2020-07-17T11:00:09.136+02:00"
"1340","Swedbank Hypotek AB","SWHO","2020-07-17T11:00:09.104+02:00"
"1341","Yara International ASA","YAR","2020-07-17T08:00:08.727+02:00"
"1342","Yara International ASA","YAR","2020-07-17T08:00:08.649+02:00"
"1343","Statkraft AS","STAEN","2020-07-17T08:00:06.024+02:00"
"1344","Statkraft AS","STAEN","2020-07-17T08:00:05.961+02:00"
"1345","Danske Bank A/S","DDB","2020-07-17T08:00:04.508+02:00"
"1346","Aker ASA","AKER","2020-07-17T07:00:33.083+02:00"
"1347","Tomra Systems ASA","TOM","2020-07-17T07:00:28.082+02:00"
"1348","Elkem ASA","ELK","2020-07-17T07:00:20.422+02:00"
"1349","Swedbank AB","SWED","2020-07-17T07:00:20.374+02:00"
"1350","Swedbank AB","SWED","2020-07-17T07:00:19.952+02:00"
"1351","Schibsted ASA","SCHA","2020-07-17T07:00:08.232+02:00"
"1352","Scatec Solar ASA","SSO","2020-07-17T07:00:07.091+02:00"
"1353","Nordea Direct Boligkreditt AS","NDBO","2020-07-17T06:35:12.88+02:00"
"1354","Nordea Bank Abp","NDA","2020-07-17T06:30:36.251+02:00"
"1355","Nordea Bank Abp","NDA","2020-07-17T06:30:36.204+02:00"
"1356","Norske Skog ASA","NSKOG","2020-07-16T06:00:00Z"
"1357","Norske Skog ASA","NSKOG","2020-07-16T06:00:00Z"
"1358","Pareto Bank ASA","PARB","2020-07-16T07:35:05.034+02:00"
"1359","SATS ASA","SATS","2020-07-16T05:30:00Z"
"1360","Akastor ASA","AKA","2020-07-16T07:01:14.4+02:00"
"1361","XXL ASA","XXL","2020-07-16T07:01:00.52+02:00"
"1362","Akastor ASA","AKA","2020-07-16T07:00:14.33+02:00"
"1363","Adevinta ASA","ADE","2020-07-16T07:00:05.626+02:00"
"1364","Borregaard ASA","BRG","2020-07-16T07:00:04.204+02:00"
"1365","Telenor ASA","TEL","2020-07-16T05:00:00Z"
"1366","Telenor ASA","TEL","2020-07-16T05:00:00Z"
"1367","Axactor SE","AXA","2020-07-15T13:53:26.575+02:00"
"1368","Stadshypotek AB (publ)","STHY","2020-07-15T11:00:17.968+02:00"
"1369","Polarcus Limited","PLCS","2020-07-15T09:02:59.215+02:00"
"1370","Sparebanken Øst Boligkreditt AS","SPOBK","2020-07-15T08:45:46.164+02:00"
"1371","Sparebanken Øst","SPOG","2020-07-15T08:43:41.468+02:00"
"1372","Bonheur ASA","BON","2020-07-15T08:00:16.875+02:00"
"1373","Yara International ASA","YAR","2020-07-15T08:00:01.436+02:00"
"1374","Yara International ASA","YAR","2020-07-15T08:00:01.421+02:00"
"1375","Philly Shipyard ASA","PHLY","2020-07-15T07:50:02.293+02:00"
"1376","Storebrand Boligkreditt AS","STORK","2020-07-15T07:45:12.135+02:00"
"1377","Storebrand Bank ASA","STORB","2020-07-15T07:45:12.12+02:00"
"1378","Storebrand Boligkreditt AS","STORK","2020-07-15T07:45:12.042+02:00"
"1379","Storebrand Bank ASA","STORB","2020-07-15T07:45:12.026+02:00"
"1380","Storebrand Livsforsikring AS","STORL","2020-07-15T07:40:11.365+02:00"
"1381","Storebrand Livsforsikring AS","STORL","2020-07-15T07:40:11.318+02:00"
"1382","NattoPharma ASA","NATTO","2020-07-15T07:34:12.496+02:00"
"1383","Storebrand ASA","STB","2020-07-15T07:30:17.449+02:00"
"1384","Storebrand ASA","STB","2020-07-15T07:30:17.34+02:00"
"1385","Aker Solutions ASA","AKSO","2020-07-15T07:00:22.17+02:00"
"1386","Atea ASA","ATEA","2020-07-15T07:00:17.435+02:00"
"1387","NattoPharma ASA","NATTO","2020-07-15T07:00:11.028+02:00"
"1388","Sbanken ASA","SBANK","2020-07-15T07:00:04.87+02:00"
"1389","Sbanken ASA","SBANK","2020-07-15T07:00:04.855+02:00"
"1390","Sbanken Boligkreditt AS","SBANBK","2020-07-15T07:00:03.745+02:00"
"1391","Kongsberg Gruppen ASA","KOG","2020-07-15T05:00:00Z"
"1392","Kongsberg Gruppen ASA","KOG","2020-07-15T05:00:00Z"
"1393","Aker BioMarine AS","AKBM-ME","2020-07-15T05:00:00Z"
"1394","SVENSKA HANDELSBANKEN AB","SHB","2020-07-15T06:30:10.445+02:00"
"1395","Statkraft AS","STAEN","2020-07-14T10:45:58.28+02:00"
"1396","Statkraft AS","STAEN","2020-07-14T10:45:58.28+02:00"
"1397","OKEA ASA","OKEA","2020-07-14T07:00:22.853+02:00"
"1398","Aker BP ASA","AKERBP","2020-07-14T07:00:22.618+02:00"
"1399","Aker BP ASA","AKERBP","2020-07-14T07:00:22.212+02:00"
"1400","StrongPoint ASA","STRONG","2020-07-14T07:00:21.978+02:00"
"1401","Gjensidige Forsikring ASA","GJF","2020-07-14T07:00:19.587+02:00"
"1402","Gjensidige Forsikring ASA","GJF","2020-07-14T07:00:19.415+02:00"
"1403","Gjensidige Pensjonsforsikring AS","GJEPF","2020-07-14T07:00:16.337+02:00"
"1404","Norled AS","NRLD","2020-07-14T02:33:07.167+02:00"
"1405","DnB Bank ASA","DNM","2020-07-13T07:32:06.352+02:00"
"1406","DNB ASA","DNB","2020-07-13T07:30:14.069+02:00"
"1407","DNB ASA","DNB","2020-07-13T07:30:14.038+02:00"
"1408","DNB Boligkreditt AS","DNBNB","2020-07-13T07:30:02.658+02:00"
"1409","Orkla ASA","ORK","2020-07-13T07:00:02.078+02:00"
"1410","Orkla ASA","ORK","2020-07-13T07:00:01.64+02:00"
"1411","Nordic Semiconductor ASA","NOD","2020-07-13T05:00:00Z"
"1412","Orkla ASA","ORK","2020-07-13T06:59:06.392+02:00"
"1413","Orkla ASA","ORK","2020-07-13T06:59:06.377+02:00"
"1414","Kitron ASA","KIT","2020-07-10T12:46:07.517+02:00"
"1415","Kitron ASA","KIT","2020-07-10T12:46:07.517+02:00"
"1416","ABG Sundal Collier Holding ASA","ASC","2020-07-10T06:00:00Z"
"1417","Europris ASA","EPR","2020-07-10T07:00:29.52+02:00"
"1418","Europris ASA","EPR","2020-07-10T07:00:29.505+02:00"
"1419","Q-Free ASA","QFR","2020-07-10T07:00:19.908+02:00"
"1420","Entra ASA","ENTRA","2020-07-10T07:00:06.422+02:00"
"1421","Protector Forsikring ASA","PROTCT","2020-07-10T05:00:00Z"
"1422","Protector Forsikring ASA","PROTCT","2020-07-10T05:00:00Z"
"1423","Norwegian Property ASA","NPRO","2020-07-09T17:20:58.442+02:00"
"1424","Norwegian Property ASA","NPRO","2020-07-09T17:20:58.364+02:00"
"1425","Ocean Yield ASA","OCY","2020-07-09T16:33:50.688+02:00"
"1426","StrongPoint ASA","STRONG","2020-07-09T13:35:15.243+02:00"
"1427","OKEA ASA","OKEA","2020-07-09T10:15:33.788+02:00"
"1428","Adevinta ASA","ADE","2020-07-09T08:30:01.456+02:00"
"1429","Tryg Forsikring A/S","TRYG","2020-07-09T07:32:23.625+02:00"
"1430","Kværner ASA","KVAER","2020-07-09T07:00:17.05+02:00"
